Product Name,Sales_2022,Sales_2023
grizzl-e level 2 ev charging station,447716.9,471799.31
22x11-10 tires,171246.4,171869.16
earphones with microphone for laptop,68956.2,86880.72
cargo shorts for men below knee,103459.6,93616.34
roomba s9 replacement parts,238058.8,252246.34
cold weather pants women,103454.2,92621.20
vanilla cereal,117275.4,131213.00
heavy duty command strips 50 lb,103720.8,121507.47
boys black shorts,113772.1,121791.27
15 gallon grow bags,231605.8,239376.41
masking tape dispenser,140535.1,151321.07
black and gold desk,164781.7,161799.91
cold brew filter,94844.9,110899.73
gladiolus bulbs for planting,104520.5,112539.58
boho apple watch band,62772,52945.03
under armour girls,164694.2,136402.70
graviola,243446.2,253531.80
juggling scarves,176400.9,191119.15
african violet soil,191817.8,209301.18
belle doll,183493.2,200967.26
slatwall hooks,297148.8,256649.58
barber apron,69541.1,50966.65
georgia bulldogs hat,89400.8,92592.97
feather lamp,292598,294495.12
d ribose,459482.6,461839.01
fitness gifts,223959.7,196262.32
air scrubber,1821264.5,1825753.02
leopard iphone 11 case,129206.9,135369.20
round silicone molds,93993.2,95034.67
tubing,91137.9,118410.73
jeep jk fenders,574892.5,583938.92
over washer and dryer shelves,401265.6,420358.74
teasing comb,90603.4,55684.05
kitchen essentials for new home,153234.3,55695.34
gluten free pizza crust,515793,499218.30
paw patrol mask,318875.1,295081.52
butt pillow,466715.1,483113.72
sake,275263.5,279087.40
tanjiro figure,413192.2,420103.55
window tint kit,535679.1,547281.57
my garage vehicles list,346385.8,407406.92
blue decor,367046.1,340085.13
dalmation costume,514870.4,556650.13
white garden hose,1581423,1564255.70
self watering planters,1232997,1263841.13
miku figure,808825.4,863380.14
nail foil,240315.3,248158.08
mirror repair,1678046.9,1642566.35
grinch costume,2803662.5,2825063.35
asymmetrical earrings,1074694.8,1082879.28
earring backs,1749054.2,1605661.27
dolly,7613319,7644938.50
hydroponics growing system,23845304,23718378.94
security camera,41562452,42299856.03
wellputt putting mat,65971.9,88775.45
chromebook charger type c,62084.9,83275.81
super bands,73864.6,94500.45
skunk trap,92242.5,114925.55
minecraft tablecloth,51847.1,43464.87
mini flashlights in bulk,111548.7,120010.76
wide mouth canning rings,187264,187517.33
mardi gras wreath,97774.1,93122.43
olfa blades 9mm,145711.9,149580.20
12v usb c,94775.8,106784.10
foam board 24 x 36,99470,124379.63
2t jacket,126589.5,110916.95
dog crate bed 48 x 30,218779.9,220857.74
tabletop easel for kids,142494.9,164800.47
magnesium glycinate powder,251032.6,263737.34
wire wheel,114274,132127.19
golden ticket,53918.1,70612.97
hyaluronic acid moisturizer,78827.7,96425.08
10ml syringe,152692.8,163953.00
jetkids,203319.9,227013.41
12 ft extension cord,316525.6,314717.56
sonicare waterpik,207185.1,237795.51
10w40 motor oil,325508.3,339551.71
purple lamp,186769.6,182460.53
shift cable,258989.7,261651.39
0 gauge amp kit,310243.9,330517.77
weaning breastfeeding,229316.3,236510.30
heater and air conditioner combo,509156.4,526467.51
custom flag,135043.2,162008.40
p365xl holster,265388.9,269986.38
heel protectors for high heel shoes,228773,238072.34
lashing strap,378727.7,377463.83
counting bears,249109.2,260769.97
dubia roaches,551063.6,534415.48
purple towels,594213.2,576976.75
vankyo projector,599763.2,658115.43
switch remotes 2 pack,659807.7,686833.69
ostrich feathers,485989.7,494113.02
kids plates and bowls sets,320989.9,309233.17
long sleeve bib,412674.1,378099.59
locker mirror,434655,446357.98
bull bar,441045.1,431108.73
paper dolls,431352.3,449649.27
mountain bike shorts,1259809.9,1208694.16
shortwave radio,1081329.4,1103718.80
ceramic spray,614551,648433.80
cell phone holsters,316338.8,321396.70
play sink,816102.2,836720.18
blue mask,1313372.8,1251397.88
black and white acrylic paint,598410.9,536835.96
silicone lube,2052412.2,2013393.06
bolster pillow,1463553.8,1487413.98
twin bedding sets for girls,1163653.2,1161021.88
cat dewormer,4012727,3916755.70
eucalyptus essential oil,1827116.4,1791747.73
best 65 inch tv,11093265,11114210.77
harley davidson,7619688.5,7502947.20
pokemon cards,52656430,52501680.82
heated glove liners for women,40484.8,11931.37
protec humidifier filter,43065.1,66477.98
5x4.5 to 5x5 wheel adapter,111340.6,129656.78
plastic pillow covers with zipper,76486.9,88935.76
waterproof rug pad,87316.5,103721.72
cork board 24 x 36,178446.2,194373.20
color safe dandruff shampoo,75099.2,91237.86
sylvania h11,139980.9,162342.12
duck duck jeep tags,66946.6,70321.57
oil absorbent,259110.5,274634.72
kids knee brace,161292.9,173613.58
rf meter,281822.6,311965.51
kids queen bedding sets for boys,184959.1,189624.27
fingerprint reader,158196,187017.37
upholstery pins,125905.4,130757.76
motorcycle armor,123886.7,103691.30
overhead phone mount,217762,232287.09
mounds candy bars,208283.2,227009.68
guinea pig cleaning supplies,324452.1,332520.32
cable box shelf for wall mounted tv,170458.6,181685.62
ge led light bulb,168572.4,185355.37
united states puzzle,198421.9,211255.93
orange oil,242455.2,238598.17
wedding day essentials,85766.8,42602.81
hot dog trays,300840.9,287815.42
guitar pedal power supply,680137.4,691553.56
iced out watch,315181.9,259686.51
cream blush brush,117205.7,137511.68
microwave cabinet,443581.1,455657.09
magnetic wristband,498044.7,486184.60
humidifier kids,711875.3,746148.18
bow sight,655953.9,665648.85
trinket box,159131,140339.97
tuna steak,560575.4,557658.37
israeli couscous,638499.8,593331.38
butter mints,345996.6,351576.94
electronics for men,593164.7,604309.70
thumb sucking stop for kids,984385.2,960297.07
bike cup holder,572957.5,558678.91
resin tray molds,341236.3,337575.12
crystal knobs,360162.7,378477.20
ninja costume,1037428,1050315.48
cr2016,759971.7,688488.32
foam board,644201.9,725426.26
drawer slides,1326670,1371182.47
corner cabinet,1670728.6,1755561.84
toyota tacoma accessories,7341604,7245654.43
flip phone,6370149.5,6468635.16
encaustic art supplies,115810.9,125190.58
0-10v dimmer,97554.6,110706.79
pizza stone brush,62017.7,86051.48
ge dryer lint filter replacement,71208.2,92078.47
snorkel set with fins,202289.3,191274.27
22 inch pillow cover,76875.3,-7097.21
giant paper clips,62349.3,58590.81
medicine ball rack,231772.7,239133.76
mini pottery wheel,66827.8,64486.16
hot wheels decor,93677.9,101231.07
organic sunflower butter,172128,182802.55
propane cooktop,269917.2,255404.90
white pocket squares for men,122129.3,131435.97
minecraft mini figures toys,108802.9,98642.30
led diodes,78583,96003.23
dog pack,86419.4,107565.06
beetlejuice purse,55403.6,56858.28
golf speaker,289866.2,305646.79
avocado toast seasoning,114526.6,122969.05
dog bumper,177168.7,191315.98
235/45/18 tires,384059,398593.63
canvas paper,134349.5,154876.63
vinyl squeegee,135918.5,140701.08
antidepressants,251282.8,274876.73
enderman plush,137434.7,163883.90
western baby boy clothes,78567,75167.34
disney charms,87234.8,77230.61
pink duvet cover,162975.4,172684.86
marker pen,142766.8,140576.72
toothpaste cap,44602,71566.87
black silk sheets,221590.4,239715.57
castelvetrano olives,524259.1,496594.39
8tb ssd,1341208.2,1360085.94
wolf necklace,174472.4,145377.49
eye serum,254397.8,261260.92
weather vane,441804.5,435575.09
lifesaver gummies,448764.7,452838.06
houseplant insect control,452056.6,462771.90
wood block,149677.7,164298.24
vans wallet,271022,263941.47
family wall decor,242211.5,255537.40
care bear costume,129049.7,126710.04
cigarette lighter splitter,698706.9,696095.50
outdoor light bulbs,513578.8,525400.12
black velvet hanger,1974351.4,1913287.07
progesterone cream for women,1261905.2,1258953.85
seatbelt cutter,838582.1,827588.26
skinny christmas tree,1151745.2,1169265.32
remote control snake,314393,369615.72
gel sunscreen,267580.1,254877.52
gtx 1060,299336.9,381835.50
tactical pen,817933.2,822243.52
magnetic door catch,783163.4,764752.77
compound,817451.6,861045.03
chamberlain garage door opener remote,6164038.5,6093208.59
salicylic acid lotion,1054079.1,1089242.34
brass knuckles,498816,639265.70
dark circles under eye treatment for women,901909.5,948955.19
baby weighted blanket,3593646.2,3503255.54
cup phone holder for car,4088708.5,4045486.55
dinosaur costume,2747354.5,2887173.20
toddler bath soap,2849481.5,2734374.05
dog clippers,7024420,6969921.42
golf accessories for men,6191986,6224834.79
baby gate,28493848,28613081.71
club car precedent floor mat,90450.2,109177.78
pipe covers for winter,43007.7,34699.70
quilt design wall,113636.5,131976.13
pollen patties for bees,184446.6,180954.02
ice table,158307,172234.05
alphatrak 2 test strips,493406.6,503979.19
horse party favors,88653.7,71083.25
trailer battery,232665.3,247197.32
pickapeppa sauce,151083.3,170342.88
rubbing alcohol gallon,447214.6,403437.27
airpods max stand,121039.1,145392.71
lightning charger block,114858.4,131799.84
mini composition notebooks,85021.9,107297.18
plant cart,91778.7,79287.51
coconut coals hookah,151277,167954.88
paintball masks,185564.9,188012.35
easter dog toys,98121.5,69185.24
blue runner,118478.1,116974.84
nertz,222158.4,246441.22
door pull,84183.7,89084.85
dryer vent connector,117706,137908.39
grill cover 60 inch,405921.2,415928.37
grey storage basket,149931.7,113065.10
solar wind chimes changing colors,220560.7,182607.68
sterile water,321552.5,338261.07
brush cutter blade,193729.4,219358.14
squid industries,62338.7,99792.69
bamboo shoots,260399.9,270815.59
oregano fresh,106212.8,99563.42
lakers hoodie,165344,138554.33
nutrisource puppy food,531852.1,543941.48
grape water enhancer,376912.7,360425.04
175 80 13 trailer tire,744574.6,756545.21
edible gold flakes,141541.7,156719.96
screen replacement kit,258073.7,283345.82
cold shipping boxes,261018.9,278293.20
no stud tv wall mount,317670,339856.49
empire waist tops for women,71337.7,-18050.58
after shave for women bikini zone,292954.4,281849.46
bts stickers,100880.6,78727.97
pressure pot for resin casting,191930.2,215582.18
chalk powder,284449.4,286982.82
iphone adapter charger and headphone,378548.6,393654.02
luke skywalker lightsaber,689777.5,709267.29
hiking water bottles,345115.4,339032.51
cuddle pillow,248397.5,275407.91
pop up hamper,413846.7,414448.72
sunny d,890572.6,883830.88
baby keepsake box,314578,336860.69
gaming glasses,295525.9,288187.31
shaving foam,402505.6,409890.97
sexy costumes for women for sex,158646.4,156528.67
reptile heating pad,589772.9,594231.11
poppy,163107.6,196421.25
waterproof fanny pack,388340.3,385099.61
solar fan,737773.2,771595.11
nail tools,160835.7,161375.98
funny face mask,265094.1,262777.58
pocket door hardware,1510736.1,1494489.87
chicken salad,415286.7,352942.71
diy kits for adults,557071.7,566685.88
workout headbands for women,665622,650760.46
black disposable face mask,3452182.5,3263096.07
oil sprayer for cooking,2889985.5,2827277.14
doorbell,5400107.5,5419086.96
utensil holder,2383992,2579457.84
cabinet handles,8504811,8762980.78
black dresser pulls,8504811,8762980.78
leviton 3 way switch,35030.6,57227.22
gaffers tape 3 inch,136305.7,151763.17
sign stands with base,140327.1,134893.46
easter m&ms,49499,74469.51
no dumping signs,157807,161456.10
225/60r17 tires,290966.4,302327.54
mouse foam sealant,187644.6,207518.03
ipad 7th generation screen replacement,103884.5,83642.91
wine suitcase,339683,345173.49
debowler,63339.8,58133.87
slippery elm lozenges,132554,134957.75
green water bottles,66996.4,49472.65
salchichas carmela,63336.8,75352.44
masterbuilt smoker cover,277603.4,287154.71
v mount battery,479566.2,471459.64
waterproof wire connectors,142864.2,143793.41
wonderfold wagon accessories,213435,222258.01
enjoy shampoo and conditioner,648030.4,640598.97
princess wand,124353.9,126931.79
poster tape,119953.5,138074.59
baby cookie cutters,100769.5,119901.35
hidden camera clock,288817,297581.14
dried porcini mushrooms,372785.7,355109.37
oatmeal squares,303838.3,298309.70
puppy diapers,281414.5,275460.15
cricut quickswap housing,315142.3,333051.73
amber,139199.7,160010.34
quiet book,196953.3,209645.28
dog ears,111593.4,121871.97
kids weight set,227866.5,258331.85
woobie,336177.9,354828.90
leather boot conditioner,399772.6,401646.74
toy grill,536848.4,561845.68
plastic tub,200366.4,237572.06
sweat tank for women weight loss,476349,476327.72
prevent dog from eating poop,823847.6,804284.83
jurassic world birthday party supplies,453435.7,441289.30
micro trimmer,737758.3,733329.02
iphone xr screen replacement,1368922.8,1385470.93
mic with boom arm,1151450.6,1188801.19
dry erase pen,971591.5,922082.13
home theater seating,3627814.8,3608362.10
baby toothpaste,697003.3,650448.60
glue dots,714870.8,669198.68
baby probiotic,1589360.2,1559259.55
paleo ranch,1943034.8,1836676.64
baseball kit,2091322.2,2090926.47
plexiglass,1265980.5,1378271.08
womens supplement,3180964.5,3085105.44
kids clothes,2657736.8,2499471.69
lumbar pillow,5522085.5,5540120.56
bounce house,14725573,14802980.45
snow pants womens,10666449,9987875.43
high waisted snow pants womens,10666449,9987875.43
gatorade glacier freeze,9407301,8883294.74
linen duvet cover twin,65082.4,65198.81
hapf30at-total air hepa type filter,78663.8,102208.77
black chicken wire,82538.9,95212.25
8 gauge marine wire,84954.6,95961.18
art party favors,59353.1,44264.60
chicken wrapped sweet potato dog treats,95961.7,107700.87
epsom salt bulk 50 lbs,109268.8,111069.51
toilet drops,88122.3,98919.09
griddle spatulas for flat tops,102824.4,108697.42
neti pot salt,126324.4,139482.04
heart healthy,171223.7,183609.69
parts bins,137411.6,137397.82
stemless champagne flutes plastic,246115.2,259473.63
samsung galaxy a12 charger,102012.6,127078.15
sugar free butterscotch hard candy,134072.5,141937.30
wild rice soup,294105.3,272659.49
pool chalk holder,86867.4,95021.26
da bird,168521.9,188482.01
breast heating pad breastfeeding,262694.5,280988.15
sewing machine feet,88432.9,110548.66
black and decker 40v lithium battery,357525.5,367935.68
elephant blanket,154582.6,163024.26
gaming camera,163805.2,184913.81
resmed airsense 10 water chamber,314756.9,331010.90
hydrangea plants live for planting,137013.9,164002.65
700x38c inner tube,234708,233717.68
oakland athletics hat,82356.6,104630.29
st patricks day pillow covers 18x18,207973,164908.29
dhea 50mg,478876.7,478643.00
dry lube bike chain,229607.2,233968.86
pocket chair,137243.6,155508.74
gold chain for jewelry making,158500.2,151070.47
mandala wall art,113915.7,73850.28
coaxial to ethernet adapter,249194,273212.05
medium binder clips,416841.8,380785.24
concrete glue,514191.9,505983.77
lizard trap,574369.8,578778.39
avocado plush,196189.6,221392.63
receipt printer,768868.7,772545.67
soil pods,427625.4,413431.09
mini dinosaur figures,284678.8,293628.07
anime cards,162637.6,182203.00
moen 1222 replacement cartridge,815600.6,831648.23
hair braiding tools,26784.7,-29825.59
copper pipe deburring tool,422133.1,435748.85
hockey tape,474578.4,484110.83
healthy candy for adults,920334.9,868814.25
canned cheese,807457.3,808852.34
watercolor paint set kids,638926.6,620362.47
voltron,618442.2,662687.11
digital soil ph meter,848498.7,857335.44
locker shelf,931815.9,939339.04
toddler face masks 2 year old,975638.2,931499.38
rainbow party decorations,690968.9,681110.12
plastic baskets,791821.3,767583.26
ninja warrior obstacle course for kids,1073580,1101743.68
herb garden,1263527.5,1306378.57
clock mechanism,348758.9,401494.15
knife holder,1165662.9,1175939.12
first baby doll,1020294.3,1045509.01
gifts for 10 year old girl,1881841.2,1840263.82
canopy,18476198,18748609.16
hairpin legs 24 inch,52442.3,66274.66
oil pressure tester,53806.2,73850.42
shark iq replacement parts,48386.9,63698.87
sunbeam humidifier filter,56604.8,78631.20
bushnell pro xe,505451.2,528432.26
easter basket bags,26645.4,30741.40
6x12 vent cover,187644.8,186849.53
bow vise,84607.1,85683.86
bottle capper,101678,119304.71
saris bones 2 bike rack,265228.2,294062.50
3x4 ziplock bags,65559,76107.61
gluten free gnocchi,164702.7,170281.22
agility poles,152468.8,170554.38
bamboo makeup organizer,71627.7,67208.69
waterproof travel bag,111341.5,123203.43
